Course Name,Level,English Word,Polish Word
Basic Vocabulary,1,the,ten
Basic Vocabulary,1,be,być
Basic Vocabulary,1,and,i
Basic Vocabulary,1,of,z
Basic Vocabulary,1,a,pewien
Basic Vocabulary,1,in,w
Basic Vocabulary,1,to,do
Basic Vocabulary,1,have,mieć
Basic Vocabulary,1,to,do
Basic Vocabulary,1,it,to
Basic Vocabulary,1,I,ja
Basic Vocabulary,1,that,że
Basic Vocabulary,1,for,do
Basic Vocabulary,1,you,ty
Basic Vocabulary,1,he,on
Basic Vocabulary,1,with,z
Basic Vocabulary,1,on,na
Basic Vocabulary,1,do,zrobić
Basic Vocabulary,1,say,powiedzieć
Basic Vocabulary,1,this,ten
Basic Vocabulary,1,they,oni
Basic Vocabulary,1,at,na
Basic Vocabulary,1,but,ale
Basic Vocabulary,1,we,my
Basic Vocabulary,1,his,jego
Basic Vocabulary,1,from,z
Basic Vocabulary,1,that,że
Basic Vocabulary,1,not,nie
Basic Vocabulary,1,by,przez
Basic Vocabulary,1,she,ona
Basic Vocabulary,1,or,lub
Basic Vocabulary,1,as,jak
Basic Vocabulary,1,what,co
Basic Vocabulary,1,go,iść
Basic Vocabulary,1,their,ich
Basic Vocabulary,1,can,móc
Basic Vocabulary,1,who,kto
Basic Vocabulary,1,get,dostać
Basic Vocabulary,1,if,jeśli
Basic Vocabulary,1,would,by
Basic Vocabulary,1,her,jej
Basic Vocabulary,1,all,wszystko
Basic Vocabulary,1,my,mój
Basic Vocabulary,1,make,zrobić
Basic Vocabulary,1,about,o
Basic Vocabulary,1,know,wiedzieć
Basic Vocabulary,1,will,będzie
Basic Vocabulary,1,as,jak
Basic Vocabulary,1,up,do góry
Basic Vocabulary,1,one,jeden
Basic Vocabulary,1,time,czas
Basic Vocabulary,1,there,tam
Basic Vocabulary,1,year,rok
Basic Vocabulary,1,so,więc
Basic Vocabulary,1,think,myśleć
Basic Vocabulary,1,when,kiedy
Basic Vocabulary,1,which,który
Basic Vocabulary,1,them,ich
Basic Vocabulary,1,some,niektóry
Basic Vocabulary,1,me,mnie
Basic Vocabulary,1,people,ludzie
Basic Vocabulary,1,take,brać
Basic Vocabulary,1,out,na zewnątrz
Basic Vocabulary,1,into,do
Basic Vocabulary,1,just,tylko
Basic Vocabulary,1,see,zobaczyć
Basic Vocabulary,1,him,mu
Basic Vocabulary,1,your,twój
Basic Vocabulary,1,come,przyjść
Basic Vocabulary,1,could,mógł
Basic Vocabulary,1,now,teraz
Basic Vocabulary,1,than,niż
Basic Vocabulary,1,like,lubić
Basic Vocabulary,1,other,inny
Basic Vocabulary,1,how,jak
Basic Vocabulary,1,then,potem
Basic Vocabulary,1,its,jego
Basic Vocabulary,1,our,nasz
Basic Vocabulary,1,two,dwa
Basic Vocabulary,1,more,więcej
Basic Vocabulary,1,these,te
Basic Vocabulary,1,want,chcieć
Basic Vocabulary,1,way,droga
Basic Vocabulary,1,look,patrzeć
Basic Vocabulary,1,first,pierwszy
Basic Vocabulary,1,also,też
Basic Vocabulary,1,new,nowy
Basic Vocabulary,1,because,ponieważ
Basic Vocabulary,1,day,dzień
Basic Vocabulary,1,more,więcej
Basic Vocabulary,1,use,używać
Basic Vocabulary,1,no,nie
Basic Vocabulary,1,man,mężczyzna
Basic Vocabulary,1,find,znaleźć
Basic Vocabulary,1,here,tutaj
Basic Vocabulary,1,thing,rzecz
Basic Vocabulary,1,give,dać
Basic Vocabulary,1,many,wiele
Basic Vocabulary,1,well,dobrze
Basic Vocabulary,1,only,tylko
Basic Vocabulary,1,those,ci
Basic Vocabulary,1,tell,powiedzieć
Basic Vocabulary,1,one,jeden
Basic Vocabulary,1,very,bardzo
Basic Vocabulary,1,her,jej
Basic Vocabulary,1,even,nawet
Basic Vocabulary,1,back,z powrotem
Basic Vocabulary,1,any,jakiś
Basic Vocabulary,1,good,dobry
Basic Vocabulary,1,woman,kobieta
Basic Vocabulary,1,through,przez
Basic Vocabulary,1,us,nas
Basic Vocabulary,1,life,życie
Basic Vocabulary,1,child,dziecko
Basic Vocabulary,1,work,praca
Basic Vocabulary,1,down,na dół
Basic Vocabulary,1,may,móc
Basic Vocabulary,1,after,po
Basic Vocabulary,1,should,powinien
Basic Vocabulary,1,call,dzwonić
Basic Vocabulary,1,world,świat
Basic Vocabulary,1,over,nad
Basic Vocabulary,1,school,szkoła
Basic Vocabulary,1,still,jeszcze
Basic Vocabulary,1,try,próbować
Basic Vocabulary,1,in,do
Basic Vocabulary,1,as,jak
Basic Vocabulary,1,last,ostatni
Basic Vocabulary,1,ask,pytać
Basic Vocabulary,1,need,potrzebować
Basic Vocabulary,1,too,zbyt
Basic Vocabulary,1,feel,czuć
Basic Vocabulary,1,three,trzy
Basic Vocabulary,1,state,stan
Basic Vocabulary,1,never,nie
Basic Vocabulary,1,become,stać się
Basic Vocabulary,1,between,pomiędzy
Basic Vocabulary,1,high,wysoki
Basic Vocabulary,1,really,naprawdę
Basic Vocabulary,1,something,coś
Basic Vocabulary,1,most,najwięcej
Basic Vocabulary,1,another,inny
Basic Vocabulary,1,much,dużo
Basic Vocabulary,1,family,rodzina
Basic Vocabulary,1,own,własny
Basic Vocabulary,1,outside,na zewnątrz
Basic Vocabulary,1,leave,zostawić
Basic Vocabulary,1,put,położyć
Basic Vocabulary,1,old,stary
Basic Vocabulary,1,while,czas
Basic Vocabulary,1,mean,znaczyć
Basic Vocabulary,1,on,na
Basic Vocabulary,1,keep,zachować
Basic Vocabulary,1,student,student
Basic Vocabulary,1,why,dlaczego
Basic Vocabulary,1,let,pozwolić
Basic Vocabulary,1,great,wielki
Basic Vocabulary,1,same,ten sam
Basic Vocabulary,1,big,duży
Basic Vocabulary,1,group,grupa
Basic Vocabulary,1,begin,zacząć
Basic Vocabulary,1,seem,wydawać się
Basic Vocabulary,1,country,kraj
Basic Vocabulary,1,help,pomoc
Basic Vocabulary,1,talk,rozmawiać
Basic Vocabulary,1,where,gdzie
Basic Vocabulary,1,turn,skręcić
Basic Vocabulary,1,problem,problem
Basic Vocabulary,1,every,każdy
Basic Vocabulary,1,start,zacząć
Basic Vocabulary,1,hand,ręka
Basic Vocabulary,1,might,móc
Basic Vocabulary,1,American,amerykański
Basic Vocabulary,1,show,pokazać
Basic Vocabulary,1,part,część
Basic Vocabulary,1,about,o
Basic Vocabulary,1,against,przeciwko
Basic Vocabulary,1,place,miejsce
Basic Vocabulary,1,over,nad
Basic Vocabulary,1,such,taki
Basic Vocabulary,1,again,znowu
Basic Vocabulary,1,few,mało
Basic Vocabulary,1,case,sprawa
Basic Vocabulary,1,most,najwięcej
Basic Vocabulary,1,week,tydzień
Basic Vocabulary,1,company,kompania
Basic Vocabulary,1,where,gdzie
Basic Vocabulary,1,system,system
Basic Vocabulary,1,each,każdy
Basic Vocabulary,1,right,prawy
Basic Vocabulary,1,program,program
Basic Vocabulary,1,hear,słyszeć
Basic Vocabulary,1,so,więc
Basic Vocabulary,1,question,pytanie
Basic Vocabulary,1,during,podczas
Basic Vocabulary,1,work,praca
Basic Vocabulary,1,play,grać
Basic Vocabulary,1,government,rząd
Basic Vocabulary,1,run,biegać
Basic Vocabulary,1,small,mały
Basic Vocabulary,1,number,liczba
Basic Vocabulary,1,off,wyłączony
Basic Vocabulary,1,always,zawsze
Basic Vocabulary,1,move,ruch
Basic Vocabulary,1,night,noc
Basic Vocabulary,1,live,żyć
Basic Vocabulary,1,mr,pan
Basic Vocabulary,1,point,punkt
Basic Vocabulary,1,believe,uwierzyć
Basic Vocabulary,1,hold,utrzymać
Basic Vocabulary,1,today,dzisiaj
Basic Vocabulary,1,bring,przynieść
Basic Vocabulary,1,happen,zdarzyć się
Basic Vocabulary,1,next,następny
Basic Vocabulary,1,without,bez
Basic Vocabulary,1,before,przed
Basic Vocabulary,1,large,duży
Basic Vocabulary,1,million,milion
Basic Vocabulary,1,must,musieć
Basic Vocabulary,1,home,dom
Basic Vocabulary,1,under,pod
Basic Vocabulary,1,water,woda
Basic Vocabulary,1,room,pokój
Basic Vocabulary,1,write,pisać
Basic Vocabulary,1,mother,matka
Basic Vocabulary,1,area,obszar
Basic Vocabulary,1,national,narodowy
Basic Vocabulary,1,money,pieniądze
Basic Vocabulary,1,story,opowieść
Basic Vocabulary,1,young,młody
Basic Vocabulary,1,fact,fakt
Basic Vocabulary,1,month,miesiąc
Basic Vocabulary,1,different,inny
Basic Vocabulary,1,lot,dużo
Basic Vocabulary,1,right,prawy
Basic Vocabulary,1,study,studia
Basic Vocabulary,1,book,książka
Basic Vocabulary,1,eye,oko
Basic Vocabulary,1,job,praca
Basic Vocabulary,1,word,słowo
Basic Vocabulary,1,though,choć
Basic Vocabulary,1,business,biznes
Basic Vocabulary,1,issue,problem
Basic Vocabulary,1,side,strona
Basic Vocabulary,1,kind,rodzaj
Basic Vocabulary,1,four,cztery
Basic Vocabulary,1,head,głowa
Basic Vocabulary,1,far,daleko
Basic Vocabulary,1,black,czarny
Basic Vocabulary,1,long,długi
Basic Vocabulary,1,both,oba
Basic Vocabulary,1,little,mały
Basic Vocabulary,1,house,dom
Basic Vocabulary,1,yes,tak
Basic Vocabulary,1,after,po
Basic Vocabulary,1,since,od
Basic Vocabulary,1,long,długi
Basic Vocabulary,1,provide,zapewnić
Basic Vocabulary,1,service,usługa
Basic Vocabulary,1,around,wokół
Basic Vocabulary,1,friend,przyjaciel
Basic Vocabulary,1,important,ważny
Basic Vocabulary,1,father,ojciec
Basic Vocabulary,1,sit,siedzieć
Basic Vocabulary,1,away,z dala
Basic Vocabulary,1,until,aż
Basic Vocabulary,1,power,moc
Basic Vocabulary,1,hour,godzina
Basic Vocabulary,1,game,gra
Basic Vocabulary,1,often,często
Basic Vocabulary,1,yet,jeszcze
Basic Vocabulary,1,line,linia
Basic Vocabulary,1,end,koniec
Basic Vocabulary,1,member,członek
Basic Vocabulary,1,law,prawo
Basic Vocabulary,1,car,samochód
Basic Vocabulary,1,set,zestaw
Basic Vocabulary,1,community,społeczność
Basic Vocabulary,1,name,imię
Basic Vocabulary,1,team,drużyna
Basic Vocabulary,1,minute,minuta
Basic Vocabulary,1,idea,pomysł
Basic Vocabulary,1,kid,dziecko
Basic Vocabulary,1,body,ciało
Basic Vocabulary,1,information,informacja
Basic Vocabulary,1,back,plecy
Basic Vocabulary,1,parent,rodzic
Basic Vocabulary,1,face,twarz
Basic Vocabulary,1,others,inny
Basic Vocabulary,1,level,poziom
Basic Vocabulary,1,office,biuro
Basic Vocabulary,1,door,drzwi
Basic Vocabulary,1,health,zdrowie
Basic Vocabulary,1,person,osoba
Basic Vocabulary,1,art,sztuka
Basic Vocabulary,1,war,wojna
Basic Vocabulary,1,history,historia
Basic Vocabulary,1,party,partia
Basic Vocabulary,1,within,within
Basic Vocabulary,1,grow,rosnąć
Basic Vocabulary,1,result,wynik
Basic Vocabulary,1,open,otwarty
Basic Vocabulary,1,change,zmiana
Basic Vocabulary,1,morning,ranek
Basic Vocabulary,1,walk,chodzić
Basic Vocabulary,1,reason,powód
Basic Vocabulary,1,low,niski
Basic Vocabulary,1,win,wygrać
Basic Vocabulary,1,research,badania
Basic Vocabulary,1,guy,facet
Basic Vocabulary,1,early,wcześnie
Basic Vocabulary,1,food,jedzenie
Basic Vocabulary,1,air,powietrze
Basic Vocabulary,1,force,siła
Basic Vocabulary,1,education,edukacja
Basic Vocabulary,1,foot,stopa
Basic Vocabulary,1,second,drugi
Basic Vocabulary,1,boy,chłopiec
Basic Vocabulary,1,maybe,może
Basic Vocabulary,1,toward,do
Basic Vocabulary,1,able,zdatny
Basic Vocabulary,1,age,wieczny
Basic Vocabulary,1,policy,polityka
Basic Vocabulary,1,everything,wszystko
Basic Vocabulary,1,love,miłość
Basic Vocabulary,1,process,proces
Basic Vocabulary,1,music,muzyka
Basic Vocabulary,1,including,w tym
Basic Vocabulary,1,consider,rozważyć
Basic Vocabulary,1,appear,pojawić się
Basic Vocabulary,1,actually,w rzeczywistości
Basic Vocabulary,1,buy,kupować
Basic Vocabulary,1,probably,prawdopodobnie
Basic Vocabulary,1,human,człowiek
Basic Vocabulary,1,wait,czekać
Basic Vocabulary,1,serve,służyć
Basic Vocabulary,1,market,rynek
Basic Vocabulary,1,die,umierać
Basic Vocabulary,1,send,wysyłać
Basic Vocabulary,1,expect,spodziewać się
Basic Vocabulary,1,home,dom
Basic Vocabulary,1,sense,sens
Basic Vocabulary,1,build,budować
Basic Vocabulary,1,stay,zostać
Basic Vocabulary,1,fall,upaść
Basic Vocabulary,1,oh,och
Basic Vocabulary,1,nation,naród
Basic Vocabulary,1,plan,plan
Basic Vocabulary,1,cut,cięcie
Basic Vocabulary,1,college,college
Basic Vocabulary,1,interest,interes
Basic Vocabulary,1,death,śmierć
Basic Vocabulary,1,course,kurs
Basic Vocabulary,1,someone,ktoś
Basic Vocabulary,1,experience,doświadczenie
Basic Vocabulary,1,behind,za
Basic Vocabulary,1,reach,osiągnąć
Basic Vocabulary,1,local,lokalny
Basic Vocabulary,1,kill,zabić
Basic Vocabulary,1,six,sześć
Basic Vocabulary,1,remain,pozostawać
Basic Vocabulary,1,effect,efekt
Basic Vocabulary,1,use,korzystać
Basic Vocabulary,1,yeah,tak
Basic Vocabulary,1,suggest,sugerować
Basic Vocabulary,1,class,klasa
Basic Vocabulary,1,control,controla
Basic Vocabulary,1,raise,zbierać
Basic Vocabulary,1,care,troska
Basic Vocabulary,1,perhaps,może
Basic Vocabulary,1,little,mały
Basic Vocabulary,1,late,spóźniony
Basic Vocabulary,1,hard,twardy
Basic Vocabulary,1,field,pole
Basic Vocabulary,1,else,inny
Basic Vocabulary,1,pass,przechodzić
Basic Vocabulary,1,former,dawny
Basic Vocabulary,1,sell,sprzedawać
Basic Vocabulary,1,major,główny
Basic Vocabulary,1,sometimes,czasami
Basic Vocabulary,1,require,wymagać
Basic Vocabulary,1,along,wzdłuż
Basic Vocabulary,1,development,rozwój
Basic Vocabulary,1,themselves,sami
Basic Vocabulary,1,report,raport
Basic Vocabulary,1,role,rola
Basic Vocabulary,1,better,lepszy
Basic Vocabulary,1,economic,ekonomiczny
Basic Vocabulary,1,effort,starannie
Basic Vocabulary,1,upward,w górę
Basic Vocabulary,1,decide,zdecydować
Basic Vocabulary,1,rate,stopa
Basic Vocabulary,1,strong,silny
Basic Vocabulary,1,possible,możliwy
Basic Vocabulary,1,heart,serce
Basic Vocabulary,1,drug,narkotyk
Basic Vocabulary,1,show,pokazać
Basic Vocabulary,1,leader,przywódca
Basic Vocabulary,1,light,światło
Basic Vocabulary,1,voice,głos
Basic Vocabulary,1,wife,żona
Basic Vocabulary,1,whole,cały
Basic Vocabulary,1,police,policja
Basic Vocabulary,1,mind,umysł
Basic Vocabulary,1,finally,w końcu
Basic Vocabulary,1,pull,ciągnąć
Basic Vocabulary,1,return,wrócić
Basic Vocabulary,1,free,za darmo
Basic Vocabulary,1,military,wojsko
Basic Vocabulary,1,price,cena
Basic Vocabulary,1,report,raport
Basic Vocabulary,1,less,mniej
Basic Vocabulary,1,according,według
Basic Vocabulary,1,decision,dec
Basic Vocabulary,1,explain,wyjaśnić
Basic Vocabulary,1,son,syn
Basic Vocabulary,1,hope,nadzieja
Basic Vocabulary,1,develop,rozwijać
Basic Vocabulary,1,view,widok
Basic Vocabulary,1,relationship,relacja
Basic Vocabulary,1,cary,nosić
Basic Vocabulary,1,town,miasto
Basic Vocabulary,1,road,droga
Basic Vocabulary,1,drive,prowadzić
Basic Vocabulary,1,arm,ramię
Basic Vocabulary,1,true,prawda
Basic Vocabulary,1,federal,federalny
Basic Vocabulary,1,break,przerwa
Basic Vocabulary,1,difference,różnica
Basic Vocabulary,1,thank,dziękuję
Basic Vocabulary,1,receive,otrzymać
Basic Vocabulary,1,value,wartość
Basic Vocabulary,1,international,międzynarodowy
Basic Vocabulary,1,building,budynek
Basic Vocabulary,1,action,akcja
Basic Vocabulary,1,full,pełny
Basic Vocabulary,1,model,model
Basic Vocabulary,1,join,dołączyć
Basic Vocabulary,1,season,sezon
Basic Vocabulary,1,society,społeczeństwo
Basic Vocabulary,1,tax,podatek
Basic Vocabulary,1,direct,bezpośredni
Basic Vocabulary,1,position,pozycja
Basic Vocabulary,1,player,gracz
Basic Vocabulary,1,agree,zgadzać się
Basic Vocabulary,1,especially,szczególnie
Basic Vocabulary,1,record,rejestr
Basic Vocabulary,1,pick,wybierać
Basic Vocabulary,1,wear,nosić
Basic Vocabulary,1,paper,papier
Basic Vocabulary,1,special,szczególny
Basic Vocabulary,1,space,przestrzeń
Basic Vocabulary,1,ground,ziemia
Basic Vocabulary,1,form,forma
Basic Vocabulary,1,support,wspierać
Basic Vocabulary,1,event,wydarzenie
Basic Vocabulary,1,official,oficjalny
Basic Vocabulary,1,whose,czyj
Basic Vocabulary,1,matter,sprawa
Basic Vocabulary,1,everyone,każdy
Basic Vocabulary,1,center,centrum
Basic Vocabulary,1,couple,para
Basic Vocabulary,1,site,strona
Basic Vocabulary,1,end,koniec
Basic Vocabulary,1,project,projekt
Basic Vocabulary,1,hit,uderzenie
Basic Vocabulary,1,base,podstawa
Basic Vocabulary,1,activity,aktywność
Basic Vocabulary,1,star,gwiazda
Basic Vocabulary,1,table,stół
Basic Vocabulary,1,need,potrzebować
Basic Vocabulary,1,court,sąd
Basic Vocabulary,1,produce,produkować
Basic Vocabulary,1,eat,jeść
Basic Vocabulary,1,teach,nauczać
Basic Vocabulary,1,oil,olej
Basic Vocabulary,1,half,połowa
Basic Vocabulary,1,situation,sytuacja
Basic Vocabulary,1,easy,łatwo
Basic Vocabulary,1,cost,koszt
Basic Vocabulary,1,industry,przemysł
Basic Vocabulary,1,figure,figura
Basic Vocabulary,1,street,ulica
Basic Vocabulary,1,image,obraz
Basic Vocabulary,1,itself,samo
Basic Vocabulary,1,phone,telefon
Basic Vocabulary,1,either,albo
Basic Vocabulary,1,cover,okładka
Basic Vocabulary,1,quite,dość
Basic Vocabulary,1,picture,obraz
Basic Vocabulary,1,clear,jasny
Basic Vocabulary,1,practice,praktyka
Basic Vocabulary,1,piece,kawałek
Basic Vocabulary,1,land,ziemia
Basic Vocabulary,1,recent,ostatni
Basic Vocabulary,1,describe,opisać
Basic Vocabulary,1,product,produkt
Basic Vocabulary,1,doctor,doktor
Basic Vocabulary,1,wall,ściana
Basic Vocabulary,1,patient,uczestnik
Basic Vocabulary,1,worker,pracownik
Basic Vocabulary,1,newspaper,gazeta
Basic Vocabulary,1,test,test
Basic Vocabulary,1,move,ruch
Basic Vocabulary,1,voice,głos
Basic Vocabulary,1,note,notatka
Basic Vocabulary,1,sound,dźwięk
Basic Vocabulary,1,book,książka
Basic Vocabulary,1,wind,wiatr
Basic Vocabulary,1,inside,wewnątrz
Basic Vocabulary,1,recently,ostatnio
Basic Vocabulary,1,meeting,spotkanie
Basic Vocabulary,1,prepare,przygotować
Basic Vocabulary,1,hang,zawiesić
Basic Vocabulary,1,weight,ciężar
Basic Vocabulary,1,drop,upadek
Basic Vocabulary,1,upon,na
Basic Vocabulary,1,plant,roślina
Basic Vocabulary,1,floor,piętro
Basic Vocabulary,1,plan,plan
Basic Vocabulary,1,car,samochód
